genome_name,Completeness,completeness_score,Contamination,contamination_score,assembly_quality,N50_contigs,Longest_contig_bp,Winner_Completeness,winner_completeness_score,Winner_Contamination,winner_contamination_score,winner_assembly_quality,classification,Domain,Phylum,Class,Order,Family,Genus,Species,source,dRep,analysis_project_type,completeness_software,completeness_software_version,assembly_tool,assembly_tool_version,annotation_tool,annotation_tool_version,binning_software,binning_software_version
Day184_MH_Day184_MH_bin.284_renamed,77.59,Medium,57.76,Low,Low,5401,21922,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.286_renamed,67,Medium,42.74,Low,Low,4781,23198,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__J093;g__JAJXZJ01;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,J093,JAJXZJ01,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.287_renamed,65.86,Medium,6.9,Medium,Medium,18487,60596,76.1,Medium,6.13,Medium,Medium,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.28_renamed,90.66,High,19.69,Low,Low,9940,34224,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.291_renamed,30.17,Low,10.34,Low,Low,5880,42932,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Propionispira;s__,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Propionispira,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.294_renamed,96.77,High,1.94,High,High,32268,119263,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.296_renamed,68.98,Medium,24.61,Low,Low,4487,17288,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.29_renamed,79.64,Medium,24.07,Low,Low,7188,33696,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__JAVDCA01;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,JAVDCA01,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.2_renamed,93.15,High,24.32,Low,Low,28784,192995,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.303_renamed,63.56,Medium,1.12,High,Medium,18418,49370,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__CPR2;o__UBA1875;f__;g__;s__,Bacteria,Patescibacteria,CPR2,UBA1875,,,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.304_renamed,83.76,Medium,2.4,High,Medium,59181,142314,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.317_renamed,70.69,Medium,6.9,Medium,Medium,8351,30677,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Telmatospirillum;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,Telmatospirillum,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.318_renamed,66.11,Medium,35.97,Low,Low,5394,36213,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Palsa-739,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.31_renamed,72.47,Medium,0,High,Medium,35913,49402,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__;s__,Bacteria,Bacillota_I,Bacilli_A,RF39,UBA660,,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.320_renamed,80.42,Medium,6.9,Medium,Medium,11698,44470,NA,NA,NA,NA,NA,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__SZUA-6;f__Fen-1364;g__Fen-1364;s__Fen-1364 sp003154555,Bacteria,Spirochaetota,Spirochaetia,SZUA-6,Fen-1364,Fen-1364,Fen-1364 sp003154555,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.322_renamed,87.67,Medium,18.45,Low,Low,13731,92138,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.323_renamed,69.7,Medium,3.6,High,Medium,4833,15772,63.47,Medium,2.78,High,Medium,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__UBA4742;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA8139,UBA4742,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.324_renamed,58.93,Medium,14.04,Low,Low,7196,46262,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__Fen-1137 sp003158455,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,Fen-1137 sp003158455,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.329_renamed,66.52,Medium,7.46,Medium,Medium,14364,50775,66.13,Medium,10.55,Low,Low,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__;s__,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.32_renamed,68.97,Medium,0,High,Medium,21261,73390,73.69,Medium,6.34,Medium,Medium,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.330_renamed,69.83,Medium,1.72,High,Medium,10637,42237,63.36,Medium,0.53,High,Medium,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.332_renamed,67.15,Medium,3.33,High,Medium,23617,118365,76.59,Medium,2.84,High,Medium,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-756,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.333_renamed,72.73,Medium,66.54,Low,Low,7286,36596,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA877;s__,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,UBA877,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.338_renamed,61.68,Medium,0,High,Medium,8163,50599,NA,NA,NA,NA,NA,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Fen-1231;s__,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Fen-1231,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.33_renamed,81.34,Medium,45.67,Low,Low,8065,66341,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.342_renamed,38.49,Low,10.2,Low,Low,7428,31961,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.346_renamed,50.33,Medium,18.42,Low,Low,8363,27542,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.349_renamed,60.62,Medium,9.69,Medium,Medium,3873,16544,68.67,Medium,6.68,Medium,Medium,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Fen-181;g__FEN-299;s__FEN-299 sp003157675,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Fen-181,FEN-299,FEN-299 sp003157675,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.350_renamed,67.24,Medium,37.93,Low,Low,15636,66885,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.356_renamed,43.75,Low,6.54,Medium,Low,10777,40961,NA,NA,NA,NA,NA,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanoregula,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.358_renamed,63.64,Medium,6.26,Medium,Medium,8072,31749,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAJXWB01;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,JAJXWB01,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.35_renamed,66.03,Medium,1.72,High,Medium,6782,26603,71.27,Medium,1.66,High,Medium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.361_renamed,75.13,Medium,37.72,Low,Low,14841,75904,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.362_renamed,64.66,Medium,14.66,Low,Low,5915,23248,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1273;s__,Bacteria,Bacteroidota,UBA10030,UBA10030,UBA6906,Fen-1273,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.363_renamed,52.93,Medium,6.06,Medium,Medium,5323,22751,50.83,Medium,4.05,High,Medium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,BOG-930,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.364_renamed,89.2,Medium,1.68,High,Medium,28318,162443,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Fen-668;s__,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Fen-668,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.366_renamed,41.1,Low,1.72,High,Low,6543,33318,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.367_renamed,60.22,Medium,37.36,Low,Low,6538,27881,NA,NA,NA,NA,NA,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Rectinemataceae;g__UBA1306;s__,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Rectinemataceae,UBA1306,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.368_renamed,91.21,High,72.18,Low,Low,8209,55309,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.369_renamed,87.86,Medium,3.8,High,Medium,27529,79093,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Palsa-288;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Palsa-288,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.371_renamed,90.75,High,73.25,Low,Low,6474,36964,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Propionivibrio;s__,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Propionivibrio,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.374_renamed,86.25,Medium,9.28,Medium,Medium,12669,61510,83.63,Medium,7.1,Medium,Medium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.375_renamed,72.86,Medium,9.27,Medium,Medium,11933,42156,73.19,Medium,4.71,High,Medium,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Palsa-739,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.377_renamed,61.72,Medium,5.98,Medium,Medium,6738,33196,57.44,Medium,7.25,Medium,Medium,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__UBA7540;f__UBA7540;g__Bog-366;s__,Bacteria,Acidobacteriota,Terriglobia,UBA7540,UBA7540,Bog-366,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.379_renamed,51.72,Medium,5.17,Medium,Medium,7372,32825,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.380_renamed,85.16,Medium,4.23,High,Medium,15651,57468,81.29,Medium,2.88,High,Medium,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Acidothermales;f__Acidothermaceae;g__PALSA-607;s__,Bacteria,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,PALSA-607,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.381_renamed,72.41,Medium,0,High,Medium,19640,56052,83.11,Medium,1.35,High,Medium,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__FEN-1185;g__FEN-1185;s__,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,FEN-1185,FEN-1185,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.384_renamed,85.48,Medium,1.08,High,Medium,17587,69026,83.21,Medium,1.59,High,Medium,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,FEN-979,FEN-979,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.387_renamed,50.62,Medium,2.73,High,Medium,6247,16814,50.25,Medium,1.08,High,Medium,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1298;s__,Bacteria,Bacteroidota,UBA10030,UBA10030,UBA10030,Fen-1298,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.388_renamed,74.29,Medium,32.92,Low,Low,9499,76462,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,TOLSYN,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.389_renamed,74.29,Medium,0,High,Medium,27153,127692,91.66,High,2.95,High,High,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.38_renamed,69.59,Medium,21.05,Low,Low,13104,95783,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1118,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.393_renamed,65.1,Medium,2.47,High,Medium,6345,26161,66.19,Medium,1.94,High,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.397_renamed,71.95,Medium,2.25,High,Medium,8800,26923,79.15,Medium,1.38,High,Medium,d__Bacteria;p__JAJYCY01;c__JAJYCY01;o__JAJYGY01;f__JAJYGY01;g__;s__,Bacteria,JAJYCY01,JAJYCY01,JAJYGY01,JAJYGY01,,,ncbi_data_coassembly_of_day,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
Day184_MH_Day184_MH_bin.398_renamed,92.18,High,5.18,Medium,Medium,42973,163794,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Fen-668;s__,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Fen-668,,ncbi_data_coassembly_of_day,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
